"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","selling fees","fba fees","other transaction fees","other","total"
"2016-01-16 9:07:21 AM PST","6035267921","Refund","701-7904255-5027418","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Montreal","Quebec","H3G 2A4","-54.99","0","0","0","0","3.52","0","0","0","-51.47"
"2016-01-17 11:38:30 AM PST","6035267921","Order","701-2656175-6549024","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Quispamsis","New Brunswick","E2E 4K8","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-17 11:41:23 AM PST","6035267921","Order","701-3543605-7365043","57CA-7212FC01-433","MelodySusie&reg; New Fashion Fluffy Fancy Long Full Wig Hair Curl Wigs+MelodySusie&reg; wig cap black +MelodySusie&reg; wig comb purple","1","amazon.ca","Amazon","Nepean","Ontario","K2E 6H9","21.99","5.37","0","0","0","-3.30","-12.48","0","0","11.58"
"2016-01-18 8:56:41 AM PST","6044075801","Order","701-4879370-9653001","88FA-4012FC02-012","MIU COLOR® 100ml Color Changing Aroma Diffuser Ultrasonic Humidifier","1","amazon.ca","Amazon","Nepean","Ontario","K2J0K1","38.99","0","0","0","0","-3.12","-5.99","0","0","29.88"
"2016-01-18 8:58:42 AM PST","6044075801","Order","701-0672491-0059468","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Oakville","Ontario","L6M 2L9","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-18 3:09:43 PM PST","6044075801","Order","702-4215505-7043468","34CA-3333FC02-002","LOFTEK&reg; Super Speed USB 3.0 4-Port Compact Hub with a Built-in 1ft USB 3.0 Cable, with Power Switches and LEDs. Black","1","amazon.ca","Amazon","Bowmanville","Ontario","L1C 5A9","13.99","4.39","0","0","0","-2.10","-10.95","0","0","5.33"
"2016-01-19 7:54:35 AM PST","6044075801","Order","702-3751171-5670601","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","ottawa","Ontario","K1K 3G8","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-19 10:00:39 AM PST","6044075801","Transfer","","","To account ending with: 1971","","","","","","","0","0","0","0","0","0","0","0","-673.02","-673.02"
"2016-01-19 3:36:12 PM PST","6044075801","Order","701-2864651-9508238","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Scarborough","Ontario","M1V 3X9","54.99","4.01","0","0","0","-4.40","-10.52","0","0","44.08"
"2016-01-19 7:31:26 PM PST","6044075801","Order","702-0017942-4646625","66CA-0023FM01-605120402","Intimate Melody® LAVA 3 in 1 G Spot Vibrator, 2 Massager and 1 Silicone Bullet with Heating Function - 7 Stimulation Modes Dildo Best Adult Toy for Me","1","amazon.ca","Seller","North Vancouver","British Columbia","V7L 2L8","89.99","0","0","0","0","-13.50","0","0","0","76.49"
"2016-01-20 5:45:03 AM PST","6044075801","Order","701-5378482-3029031","73CA-7210FC01-540","MelodySusie® 540 Needles 1.0mm Derma Roller Medical Grade Stainless Steel Derma Roller System for Wrinkles, Scars, Acne and Cellulite Treatment More E","1","amazon.ca","Amazon","Mississauga","Ontario","L4W 2S8","15.99","4.26","0","0","0","-2.40","-10.04","0","0","7.81"
"2016-01-20 12:04:28 PM PST","6044075801","Order","701-2603326-1717827","88CA-4012FC01-500","MIU COLOR? Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Regina","Saskatchewan","S4S 0A2","54.99","5.54","0","0","0","-8.80","-15.21","0","0","36.52"
"2016-01-20 12:04:28 PM PST","6044075801","Order","701-2603326-1717827","88CA-4012FC01-500","MIU COLOR? Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Regina","Saskatchewan","S4S 0A2","54.99","5.53","0","0","0","0","-3.60","0","0","56.92"
"2016-01-21 5:12:37 AM PST","6044075801","Order","701-5933080-2223458","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Ashmont","Alberta","T0A 0C0","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-21 11:49:12 AM PST","6044075801","Order","701-6810016-0837018","57CA-7212FC01-433","MelodySusie&reg; New Fashion Fluffy Fancy Long Full Wig Hair Curl Wigs+MelodySusie&reg; wig cap black +MelodySusie&reg; wig comb purple","1","amazon.ca","Amazon","Thessalon, Ontario","Ontario","P0R1L0","21.99","6.80","0","0","0","-3.30","-14.09","0","0","11.40"
"2016-01-21 2:02:41 PM PST","6044075801","Order","702-1914401-0172243","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","cambridge","Ontario","N3E 1B8","54.99","3.99","0","0","0","-4.40","-10.50","0","0","44.08"
"2016-01-22 11:51:56 AM PST","6044075801","Order","702-8403227-3348247","88FA-4012FC02-012","MIU COLOR® 100ml Color Changing Aroma Diffuser Ultrasonic Humidifier","1","amazon.ca","Amazon","Brampton","Ontario","L6W 3Z3","38.99","0","0","0","0","-3.12","-5.99","0","0","29.88"
"2016-01-22 3:06:25 PM PST","6044075801","Order","701-3624225-1653053","88CA-4012FC01-500","MIU COLOR® Aroma Diffuser Ultrasonic Humidifier LED Color Changing Lamp Light Ionizer(Water tank capacity: 500ml)","1","amazon.ca","Amazon","Regina","Saskatchewan","S4S 6A6","54.99","0","0","0","0","-4.40","-5.99","0","0","44.60"
"2016-01-22 3:24:05 PM PST","6044075801","Order","702-0662928-7058601","35CA-0020FM01-001","LOFTEK® Waterproof Heat-insulated Starry String LED Lights - 2m/6.6ft 20 micro LEDs, High quality flexible Copper Wire. - Perfect Choice for Christmas","1","amazon.ca","Amazon","Toronto","Ontario","M3J 1P3","12.99","0","0","0","0","-1.95","-5.99","0","0","5.05"
